snapshot_date,requisition_id,requisition_title,business_unit_code,job_family_code,job_level_code,work_location,hiring_manager_id,recruiter_id,requisition_status,approval_date,target_hire_date,target_offer_acceptance_date,requested_positions,openings_position,cancelled_positions,hiring_constraint_code,updated_at,extracted_at
2024-01-31,REQ-2024-00047,Senior Marketing Specialist,SAL,MKT,L3,London,HM-0101,REC-06,open,2024-01-01,2024-03-04,2024-02-01,1,1,0,no_material_constraint,2024-01-01T18:27:31Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00048,Lead Software Engineer,ENG,SWE,L4,Berlin,HM-0086,REC-03,open,2024-01-01,2024-03-04,2024-01-16,1,1,0,hiring_manager_delay,2024-01-01T18:26:54Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00049,Director Data Engineer,ENG,DAT,L6,Toronto,HM-0104,REC-09,open,2024-01-01,2024-04-30,2024-02-27,1,1,0,no_material_constraint,2024-01-29T16:59:37Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00050,Senior Data Engineer,OPS,DAT,L3,Remote,HM-0042,REC-10,open,2024-01-01,2024-04-01,2024-02-22,2,2,0,no_material_constraint,2024-01-01T13:26:11Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00051,Senior People Partner,GNA,PPL,L3,Berlin,HM-0148,REC-02,open,2024-01-01,2024-04-01,2024-02-23,1,1,0,interview_capacity,2024-01-01T17:41:24Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00052,Associate Software Engineer,ENG,SWE,L1,Remote,HM-0115,REC-15,open,2024-01-01,2024-05-13,2024-04-15,1,1,0,no_material_constraint,2024-01-01T09:39:41Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00053,Associate Marketing Specialist,PRD,MKT,L1,Austin,HM-0091,REC-06,open,2024-01-01,2024-06-03,2024-05-03,1,1,0,no_material_constraint,2024-01-01T10:01:14Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00054,Associate Software Engineer,ENG,SWE,L1,Austin,HM-0012,REC-16,open,2024-01-02,2024-01-29,2024-01-09,1,1,0,qualified_candidates,2024-01-02T10:11:05Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00055,Senior Customer Success Manager,CSX,CSM,L3,Remote,HM-0135,REC-10,open,2024-01-02,2024-02-05,2024-01-09,1,1,0,interview_capacity,2024-01-02T12:29:02Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00056,Lead Operations Specialist,CSX,OPS,L4,London,HM-0058,REC-08,open,2024-01-02,2024-03-24,2024-02-26,1,1,0,hiring_manager_delay,2024-01-18T17:46:53Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00057,Lead Data Engineer,ENG,DAT,L4,Remote,HM-0049,REC-07,open,2024-01-02,2024-02-12,2024-01-09,1,1,0,niche_skills,2024-01-02T10:20:16Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00058,Senior Data Engineer,ENG,DAT,L3,Remote,HM-0157,REC-08,open,2024-01-02,2024-02-12,2024-01-09,1,1,0,no_material_constraint,2024-01-02T10:53:17Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00059,IT Systems Engineer,ENG,ITS,L2,Berlin,HM-0087,REC-06,open,2024-01-02,2024-04-19,2024-03-16,1,1,0,no_material_constraint,2024-01-17T15:44:13Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00060,Senior Software Engineer,ENG,SWE,L3,London,HM-0157,REC-20,open,2024-01-02,2024-04-27,2024-03-23,1,1,0,no_material_constraint,2024-01-25T19:03:20Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00061,Senior Software Engineer,ENG,SWE,L3,Remote,HM-0003,REC-16,open,2024-01-02,2024-02-26,2024-01-19,1,1,0,niche_skills,2024-01-02T08:39:24Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00062,Senior Account Executive,SAL,SLS,L3,London,HM-0060,REC-05,open,2024-01-02,2024-03-04,2024-01-24,5,4,0,candidate_availability,2024-01-23T11:09:58Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00063,Account Executive,SAL,SLS,L2,Austin,HM-0088,REC-02,open,2024-01-02,2024-03-04,2024-02-01,5,2,0,no_material_constraint,2024-01-31T15:41:02Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00064,Lead Customer Success Manager,CSX,CSM,L4,Austin,HM-0054,REC-22,open,2024-01-02,2024-03-11,2024-01-18,1,1,0,hiring_manager_delay,2024-01-02T16:15:19Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00065,Lead Data Engineer,PRD,DAT,L4,Toronto,HM-0066,REC-08,open,2024-01-02,2024-03-18,2024-01-29,1,1,0,no_material_constraint,2024-01-02T10:32:00Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00066,Software Engineer,ENG,SWE,L2,Remote,HM-0020,REC-03,open,2024-01-02,2024-05-27,2024-04-26,1,1,0,no_material_constraint,2024-01-02T11:48:09Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00067,Manager Operations Specialist,OPS,OPS,L5,Toronto,HM-0008,REC-19,filled,2024-01-02,2024-06-24,2024-04-18,1,0,0,no_material_constraint,2024-01-30T09:44:28Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00068,Senior Account Executive,SAL,SLS,L3,Toronto,HM-0078,REC-21,open,2024-01-02,2024-07-29,2024-06-27,1,1,0,no_material_constraint,2024-01-02T12:42:27Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00069,Associate Operations Specialist,OPS,OPS,L1,Dublin,HM-0062,REC-12,filled,2024-01-02,2024-11-04,2024-10-13,3,0,0,no_material_constraint,2024-01-31T14:22:34Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00070,IT Systems Engineer,GNA,ITS,L2,Toronto,HM-0062,REC-08,open,2024-01-03,2024-01-29,2024-01-10,1,1,0,niche_skills,2024-01-03T16:23:48Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00071,Senior People Partner,GNA,PPL,L3,Remote,HM-0118,REC-16,open,2024-01-03,2024-01-29,2024-01-10,1,1,0,no_material_constraint,2024-01-03T14:09:39Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00072,Account Executive,SAL,SLS,L2,Dublin,HM-0136,REC-08,open,2024-01-03,2024-01-29,2024-01-10,2,2,0,interview_capacity,2024-01-03T08:28:42Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00073,Manager Data Engineer,ENG,DAT,L5,Remote,HM-0082,REC-08,open,2024-01-03,2024-01-29,2024-01-10,1,1,0,niche_skills,2024-01-03T14:18:53Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00074,Software Engineer,ENG,SWE,L2,Toronto,HM-0131,REC-02,open,2024-01-03,2024-02-19,2024-01-16,1,1,0,niche_skills,2024-01-03T17:30:48Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00075,Customer Success Manager,CSX,CSM,L2,Dublin,HM-0075,REC-08,open,2024-01-03,2024-02-19,2024-01-18,3,2,0,compensation,2024-01-27T17:47:02Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00076,Lead Data Engineer,ENG,DAT,L4,Remote,HM-0149,REC-12,open,2024-01-03,2024-05-10,2024-03-24,1,1,0,no_material_constraint,2024-01-25T09:22:28Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00077,Financial Analyst,GNA,FIN,L2,London,HM-0110,REC-13,open,2024-01-03,2024-03-04,2024-01-25,1,1,0,hiring_manager_delay,2024-01-03T08:14:09Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00078,Manager IT Systems Engineer,OPS,ITS,L5,Austin,HM-0032,REC-15,open,2024-01-03,2024-05-03,2024-03-03,1,1,0,no_material_constraint,2024-01-20T17:14:01Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00079,Senior Marketing Specialist,PRD,MKT,L3,Berlin,HM-0156,REC-15,open,2024-01-03,2024-03-18,2024-02-16,1,1,0,no_material_constraint,2024-01-03T14:18:03Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00080,Senior Software Engineer,ENG,SWE,L3,Toronto,HM-0131,REC-08,open,2024-01-03,2024-04-08,2024-02-29,3,3,0,no_material_constraint,2024-01-03T19:42:58Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00081,Account Executive,SAL,SLS,L2,London,HM-0150,REC-02,open,2024-01-03,2024-05-20,2024-04-16,3,2,0,no_material_constraint,2024-01-29T19:17:43Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00082,Software Engineer,ENG,SWE,L2,Toronto,HM-0145,REC-07,open,2024-01-03,2024-07-08,2024-05-30,1,1,0,no_material_constraint,2024-01-03T09:29:16Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00083,Senior Software Engineer,ENG,SWE,L3,Remote,HM-0055,REC-22,open,2024-01-03,2024-08-26,2024-07-18,1,1,0,compensation,2024-01-03T18:19:07Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00084,Software Engineer,ENG,SWE,L2,London,HM-0130,REC-09,open,2024-01-03,2025-01-13,2024-12-06,1,1,0,no_material_constraint,2024-01-03T08:23:58Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00085,Account Executive,SAL,SLS,L2,Austin,HM-0143,REC-15,filled,2024-01-04,2024-01-29,2024-01-11,1,0,0,no_material_constraint,2024-01-26T14:43:09Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00086,Senior Marketing Specialist,PRD,MKT,L3,Remote,HM-0067,REC-05,open,2024-01-04,2024-03-18,2024-02-29,1,1,0,no_material_constraint,2024-01-18T19:50:20Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00087,Financial Analyst,GNA,FIN,L2,London,HM-0069,REC-10,open,2024-01-04,2024-05-01,2024-04-06,1,1,0,no_material_constraint,2024-01-28T13:51:22Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00088,Senior Software Engineer,ENG,SWE,L3,London,HM-0064,REC-19,open,2024-01-04,2024-02-05,2024-01-11,1,1,0,compensation,2024-01-04T11:31:56Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00089,Associate Operations Specialist,SAL,OPS,L1,Toronto,HM-0061,REC-09,open,2024-01-04,2024-02-12,2024-01-22,1,1,0,qualified_candidates,2024-01-04T17:15:07Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00090,Senior Operations Specialist,CSX,OPS,L3,Toronto,HM-0081,REC-18,open,2024-01-04,2024-02-12,2024-01-11,1,1,0,compensation,2024-01-04T15:59:45Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00091,Manager Account Executive,SAL,SLS,L5,Toronto,HM-0090,REC-14,open,2024-01-04,2024-02-26,2024-01-11,1,1,0,hiring_manager_delay,2024-01-04T11:43:02Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00092,Marketing Specialist,PRD,MKT,L2,Berlin,HM-0097,REC-10,open,2024-01-04,2024-03-04,2024-01-24,1,1,0,hiring_manager_delay,2024-01-04T10:04:15Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00093,Senior Customer Success Manager,CSX,CSM,L3,London,HM-0095,REC-03,open,2024-01-04,2024-03-04,2024-02-03,1,1,0,no_material_constraint,2024-01-04T09:43:04Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00094,Manager Customer Success Manager,CSX,CSM,L5,Dublin,HM-0144,REC-14,open,2024-01-04,2024-04-01,2024-02-01,1,1,0,no_material_constraint,2024-01-04T15:50:05Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00095,Associate Financial Analyst,GNA,FIN,L1,Berlin,HM-0075,REC-07,open,2024-01-04,2024-04-01,2024-03-03,1,1,0,no_material_constraint,2024-01-04T13:55:38Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00096,Software Engineer,ENG,SWE,L2,Berlin,HM-0120,REC-08,open,2024-01-04,2024-04-01,2024-02-22,3,3,0,no_material_constraint,2024-01-04T18:59:15Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00097,Lead Software Engineer,ENG,SWE,L4,Remote,HM-0055,REC-03,open,2024-01-04,2024-04-08,2024-02-18,1,1,0,no_material_constraint,2024-01-04T15:39:32Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00098,Lead Financial Analyst,GNA,FIN,L4,Dublin,HM-0075,REC-22,open,2024-01-04,2024-04-15,2024-02-20,1,1,0,qualified_candidates,2024-01-04T13:02:01Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00099,IT Systems Engineer,GNA,ITS,L2,Toronto,HM-0094,REC-22,open,2024-01-04,2024-06-10,2024-05-04,1,1,0,no_material_constraint,2024-01-04T12:29:50Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00100,IT Systems Engineer,ENG,ITS,L2,Austin,HM-0013,REC-19,open,2024-01-04,2024-09-16,2024-08-16,2,2,0,no_material_constraint,2024-01-04T17:16:59Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00101,Senior Data Engineer,ENG,DAT,L3,London,HM-0117,REC-13,open,2024-01-04,2024-09-23,2024-08-24,1,1,0,no_material_constraint,2024-01-04T18:35:40Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00102,Senior Customer Success Manager,CSX,CSM,L3,Dublin,HM-0049,REC-12,open,2024-01-04,2024-11-11,2024-10-10,1,1,0,compensation,2024-01-04T13:41:57Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00103,Lead Data Engineer,ENG,DAT,L4,Berlin,HM-0103,REC-20,open,2024-01-05,2024-02-05,2024-01-12,1,1,0,niche_skills,2024-01-05T17:00:33Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00104,Senior Data Engineer,ENG,DAT,L3,Austin,HM-0062,REC-05,open,2024-01-05,2024-02-05,2024-01-12,1,1,0,niche_skills,2024-01-05T12:42:28Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00105,Software Engineer,ENG,SWE,L2,London,HM-0156,REC-12,open,2024-01-05,2024-02-05,2024-01-12,1,1,0,hiring_manager_delay,2024-01-05T09:25:23Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00106,Associate IT Systems Engineer,ENG,ITS,L1,Berlin,HM-0026,REC-01,open,2024-01-05,2024-02-05,2024-01-13,1,1,0,hiring_manager_delay,2024-01-05T14:24:26Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00107,Senior Marketing Specialist,PRD,MKT,L3,Berlin,HM-0064,REC-07,open,2024-01-05,2024-02-12,2024-01-12,1,1,0,qualified_candidates,2024-01-05T15:54:21Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00108,Lead IT Systems Engineer,OPS,ITS,L4,Dublin,HM-0042,REC-16,open,2024-01-05,2024-02-12,2024-01-12,1,1,0,no_material_constraint,2024-01-05T17:54:24Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00109,Director Marketing Specialist,PRD,MKT,L6,London,HM-0140,REC-18,open,2024-01-05,2024-02-12,2024-01-12,1,1,0,compensation,2024-01-05T19:17:59Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00110,Software Engineer,ENG,SWE,L2,Toronto,HM-0078,REC-10,open,2024-01-05,2024-02-26,2024-01-22,1,1,0,hiring_manager_delay,2024-01-05T12:30:05Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00111,Senior Software Engineer,ENG,SWE,L3,Dublin,HM-0133,REC-15,open,2024-01-05,2024-03-11,2024-02-08,1,1,0,no_material_constraint,2024-01-05T12:35:06Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00112,Associate Account Executive,SAL,SLS,L1,Berlin,HM-0124,REC-20,filled,2024-01-05,2024-03-11,2024-02-15,2,0,0,no_material_constraint,2024-01-30T17:00:43Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00113,Senior Product Manager,PRD,PDM,L3,Dublin,HM-0016,REC-03,open,2024-01-05,2024-03-18,2024-02-12,1,1,0,no_material_constraint,2024-01-05T15:47:32Z,2026-05-31T23:59:59Z
2024-01-31,REQ-2024-00114,Lead Software Engineer,ENG,SWE,L4,London,HM-0111,REC-04,open,2024-01-05,2024-03-18,2024-01-24,1,1,0,niche_skills,2024-01-05T13:58:41Z,2026-05-31T23:59:59Z
